Speed,Altitude,Distance,Direction,Acceleration,RadarSignature,TrajectoryAngle,ObjectType,ThreatLevel
165,2020,26,Away,5,5,35,Helicopter,Medium
274,2311,52,Away,2,5,38,Helicopter,Medium
2361,12868,98,Away,7,2,66,Unknown,Unknown
134,447,33,Towards,1,2,14,Drone,Low
165,715,88,Towards,4,5,22,Helicopter,Medium
2497,2387,88,Away,10,5,79,Missile,Unknown
209,1114,91,Towards,4,7,40,Helicopter,Medium
1762,5407,30,Towards,13,8,75,Missile,Critical
1181,13701,60,Towards,10,3,43,Unknown,Unknown
2337,2289,15,Towards,17,8,85,Missile,Critical
136,395,15,Towards,1,1,17,Drone,Low
1514,271,44,Away,2,10,12,Unknown,Unknown
252,14712,17,Away,13,6,40,Unknown,Unknown
1587,13786,29,Towards,12,5,9,Unknown,Unknown
1019,9456,98,Away,11,8,65,Fighter,Medium
1100,11070,26,Towards,8,7,70,Fighter,Critical
106,156,54,Towards,1,3,15,Drone,Low
296,2205,36,Towards,3,7,25,Helicopter,Medium
168,689,80,Away,3,6,19,Helicopter,Medium
1526,7674,99,Towards,8,6,41,Unknown,Unknown
1652,14469,30,Towards,1,9,15,Unknown,Unknown
703,12105,94,Away,11,8,69,Fighter,Medium
399,4733,8,Away,2,6,60,Unknown,Unknown
292,2457,100,Away,5,7,17,Helicopter,Medium
111,372,41,Towards,4,2,23,Drone,Low
56,121,62,Away,4,3,20,Drone,Unknown
1064,11932,81,Away,12,7,43,Fighter,Medium
2479,8619,52,Towards,16,7,83,Missile,High
2101,12674,100,Towards,11,4,3,Unknown,Unknown
1215,5961,70,Away,13,7,74,Missile,Unknown
186,2134,63,Towards,2,5,24,Helicopter,Medium
185,1742,60,Away,2,5,37,Helicopter,Medium
780,10000,52,Away,12,8,57,Fighter,Medium
2171,6041,94,Away,20,7,90,Missile,Unknown
295,2319,31,Towards,5,5,25,Helicopter,Medium
54,457,28,Away,2,3,22,Drone,Unknown
375,11893,35,Towards,13,3,40,Unknown,Unknown
83,336,66,Away,2,2,1,Drone,Unknown
203,979,19,Towards,5,7,15,Helicopter,Medium
1346,504,60,Towards,4,5,61,Unknown,Unknown
1798,6831,22,Towards,12,4,85,Missile,Critical
1031,14718,34,Towards,6,9,56,Fighter,Critical
1701,1647,52,Away,13,5,56,Unknown,Unknown
236,2233,66,Away,2,5,37,Helicopter,Medium
755,13871,76,Towards,20,3,59,Unknown,Unknown
136,443,56,Towards,4,2,16,Drone,Low
251,1321,27,Towards,4,8,19,Helicopter,Medium
141,424,82,Away,2,2,10,Drone,Unknown
250,2420,59,Away,5,5,27,Helicopter,Medium
136,284,39,Towards,4,3,18,Drone,Low
1879,11094,78,Away,14,5,45,Unknown,Unknown
129,476,15,Towards,1,3,8,Drone,Low
2489,2741,35,Towards,12,5,8,Unknown,Unknown
279,1199,37,Away,4,6,37,Helicopter,Medium
105,11265,91,Towards,16,6,10,Unknown,Unknown
974,14430,41,Towards,7,9,52,Fighter,Critical
1173,12044,83,Away,7,8,33,Fighter,Medium
117,425,57,Away,2,1,13,Drone,Unknown
1020,9572,68,Towards,12,9,38,Fighter,High
189,2734,85,Towards,3,7,32,Helicopter,Medium
2855,5339,23,Towards,11,6,88,Missile,Critical
1144,10255,86,Away,12,8,34,Fighter,Medium
2628,1617,96,Towards,16,6,81,Missile,High
2042,12124,88,Towards,3,2,39,Unknown,Unknown
205,2221,97,Towards,5,7,33,Helicopter,Medium
1227,9051,45,Away,5,1,15,Unknown,Unknown
914,14341,55,Towards,9,6,6,Unknown,Unknown
169,1576,22,Away,5,8,10,Helicopter,Medium
1635,7784,75,Away,19,7,27,Unknown,Unknown
812,10908,62,Away,8,8,37,Fighter,Medium
1144,8955,86,Away,9,9,70,Fighter,Medium
991,11001,28,Away,9,10,31,Fighter,Medium
2443,4764,30,Away,12,7,26,Unknown,Unknown
103,366,15,Away,2,2,4,Drone,Unknown
2332,12759,31,Towards,2,5,82,Unknown,Unknown
1545,10529,19,Away,8,1,27,Unknown,Unknown
182,752,91,Towards,5,5,25,Helicopter,Medium
186,2226,47,Towards,2,5,29,Helicopter,Medium
245,2035,43,Away,4,7,22,Helicopter,Medium
1105,10362,93,Towards,13,9,9,Unknown,Unknown
909,4929,58,Away,11,7,77,Unknown,Unknown
2704,9407,74,Towards,10,5,84,Missile,High
230,1277,70,Towards,4,8,30,Helicopter,Medium
1911,10161,21,Away,11,4,76,Missile,Unknown
168,2930,71,Away,4,6,29,Helicopter,Medium
2216,4755,57,Away,14,5,89,Missile,Unknown
970,10839,5,Towards,12,8,67,Fighter,Critical
833,12053,6,Away,7,7,69,Fighter,Medium
2987,10693,57,Towards,16,7,84,Missile,High
2673,11747,26,Away,12,8,80,Missile,Unknown
97,432,92,Away,2,1,4,Drone,Unknown
255,2531,72,Away,2,8,11,Helicopter,Medium
1572,14185,52,Away,14,8,54,Unknown,Unknown
1997,1659,72,Towards,15,5,74,Missile,High
873,12004,5,Away,8,9,41,Fighter,Medium
123,436,64,Towards,4,3,10,Drone,Low
192,943,42,Towards,4,5,27,Helicopter,Medium
264,1279,60,Towards,3,5,15,Helicopter,Medium
117,121,22,Away,2,1,25,Drone,Unknown
2117,4215,45,Towards,3,10,18,Unknown,Unknown
1199,14721,26,Away,11,8,47,Fighter,Medium
221,945,47,Away,3,8,40,Helicopter,Medium
192,523,53,Towards,5,8,24,Helicopter,Medium
2005,1029,35,Towards,19,5,87,Missile,Critical
158,2457,45,Towards,4,6,28,Helicopter,Medium
667,5683,82,Away,18,9,32,Unknown,Unknown
1609,2304,52,Towards,18,4,74,Missile,High
78,187,89,Away,2,3,12,Drone,Unknown
1125,9983,75,Towards,6,8,61,Fighter,High
1582,9919,99,Away,15,4,57,Unknown,Unknown
107,251,34,Towards,4,1,3,Drone,Low
119,451,33,Away,1,1,2,Drone,Unknown
121,320,26,Away,1,1,21,Drone,Unknown
121,481,57,Away,1,1,2,Drone,Unknown
295,2898,12,Towards,2,8,28,Helicopter,Medium
207,1745,78,Away,2,8,24,Helicopter,Medium
241,1954,42,Towards,5,6,30,Helicopter,Medium
51,133,64,Towards,3,3,24,Drone,Low
922,8792,49,Away,12,10,57,Fighter,Medium
1071,10545,12,Towards,9,10,69,Fighter,Critical
260,2652,79,Away,5,6,16,Helicopter,Medium
272,1582,94,Away,3,6,35,Helicopter,Medium
861,8568,99,Away,6,8,65,Fighter,Medium
1582,6600,93,Away,10,4,78,Missile,Unknown
329,13320,64,Away,12,1,41,Unknown,Unknown
123,441,21,Away,2,3,1,Drone,Unknown
1081,11292,54,Away,11,8,58,Fighter,Medium
873,11424,15,Towards,6,7,36,Fighter,Medium
961,14148,87,Towards,8,10,51,Fighter,High
164,2507,30,Away,5,6,12,Helicopter,Medium
1896,10951,81,Away,11,6,72,Missile,Unknown
2019,2375,62,Towards,16,8,90,Missile,High
149,364,17,Away,3,2,23,Drone,Unknown
909,8735,97,Towards,11,9,49,Fighter,High
756,9985,78,Away,7,9,70,Fighter,Medium
209,1560,63,Towards,5,8,39,Helicopter,Medium
99,216,94,Towards,4,2,23,Drone,Low
531,9477,54,Towards,9,6,34,Unknown,Unknown
263,2064,74,Away,2,7,33,Helicopter,Medium
76,131,46,Towards,3,2,20,Drone,Low
1887,4658,16,Away,10,5,82,Missile,Unknown
2216,11022,73,Away,12,6,79,Missile,Unknown
1522,4794,63,Towards,18,7,76,Missile,High
286,2180,83,Towards,2,8,24,Helicopter,Medium
771,9501,50,Away,12,8,62,Fighter,Medium
318,4486,38,Towards,6,7,47,Unknown,Unknown
795,10749,69,Towards,8,9,48,Fighter,Medium
136,183,39,Away,3,1,9,Drone,Unknown
109,487,65,Away,3,2,18,Drone,Unknown
227,2491,17,Away,3,6,13,Helicopter,Medium
119,266,91,Away,2,2,1,Drone,Unknown
253,1604,90,Away,5,8,37,Helicopter,Medium
83,336,14,Away,2,2,13,Drone,Unknown
1210,4884,99,Away,18,7,80,Missile,Unknown
1027,10973,84,Towards,8,8,34,Fighter,High
896,9898,91,Away,4,4,63,Unknown,Unknown
95,290,21,Towards,4,3,3,Drone,Low
1564,3666,13,Towards,20,6,75,Missile,Critical
979,9487,31,Towards,6,7,66,Fighter,Critical
143,5304,6,Towards,5,5,53,Unknown,Unknown
2163,6682,65,Towards,15,4,71,Missile,High
238,1637,5,Away,2,8,12,Helicopter,Medium
260,2648,26,Away,4,5,39,Helicopter,Medium
1519,11609,56,Towards,7,9,66,Unknown,Unknown
97,433,60,Away,2,2,13,Drone,Unknown
1569,1839,29,Towards,19,5,72,Missile,Critical
132,13300,85,Away,8,2,77,Unknown,Unknown
150,305,81,Towards,2,2,13,Drone,Low
1416,14532,82,Towards,18,7,24,Unknown,Unknown
107,156,22,Away,2,2,17,Drone,Unknown
1510,10777,50,Away,17,8,87,Missile,Unknown
246,2091,49,Away,3,7,29,Helicopter,Medium
977,10685,96,Away,12,10,35,Fighter,Medium
897,9791,45,Towards,6,9,35,Fighter,Medium
2647,11267,48,Away,13,4,83,Missile,Unknown
1174,14189,16,Towards,9,9,36,Fighter,Critical
2195,6102,99,Away,16,6,84,Missile,Unknown
2397,11144,41,Towards,10,9,21,Unknown,Unknown
84,491,23,Towards,2,3,19,Drone,Low
224,1554,90,Towards,3,5,24,Helicopter,Medium
173,2279,79,Towards,5,8,19,Helicopter,Medium
745,9469,76,Away,10,7,44,Fighter,Medium
736,4788,97,Away,15,2,13,Unknown,Unknown
110,470,54,Away,3,1,6,Drone,Unknown
244,1466,77,Away,2,8,36,Helicopter,Medium
841,11938,50,Away,10,7,44,Fighter,Medium
295,2239,57,Towards,4,8,39,Helicopter,Medium
935,11243,54,Away,12,9,58,Fighter,Medium
541,9836,16,Away,14,10,45,Unknown,Unknown
1915,12464,82,Away,16,3,62,Unknown,Unknown
1245,6738,9,Towards,18,3,13,Unknown,Unknown
348,1366,66,Away,11,1,71,Unknown,Unknown
107,315,81,Away,4,3,19,Drone,Unknown
2772,1397,61,Away,20,4,72,Missile,Unknown
95,247,82,Towards,4,1,30,Drone,Low
170,2855,32,Away,3,5,20,Helicopter,Medium
1723,10581,99,Away,17,4,71,Missile,Unknown
128,118,50,Away,1,2,4,Drone,Unknown
1997,5061,56,Towards,14,8,89,Missile,High
1178,8429,72,Towards,6,7,30,Fighter,High
242,1220,76,Towards,3,8,21,Helicopter,Medium
157,2598,39,Away,3,8,21,Helicopter,Medium
1527,4912,78,Away,13,2,82,Unknown,Unknown
1675,10034,12,Away,10,5,75,Missile,Unknown
262,1719,47,Towards,5,7,34,Helicopter,Medium
719,8666,9,Away,7,10,44,Fighter,Medium
1074,9016,82,Away,6,10,43,Fighter,Medium
174,2249,53,Towards,2,7,24,Helicopter,Medium
2325,3604,73,Towards,18,6,73,Missile,High
796,9977,30,Towards,12,10,69,Fighter,Medium
729,10204,17,Towards,6,7,45,Fighter,Medium
122,442,93,Towards,3,2,10,Drone,Low
2031,3301,7,Away,11,8,74,Missile,Unknown
1688,5792,98,Towards,20,10,17,Unknown,Unknown
125,328,58,Towards,4,3,29,Drone,Low
2493,9120,40,Away,19,2,15,Unknown,Unknown
152,2419,28,Towards,4,7,40,Helicopter,Medium
292,2201,57,Away,3,7,34,Helicopter,Medium
161,964,84,Away,2,5,16,Helicopter,Medium
151,1404,100,Towards,3,7,29,Helicopter,Medium
124,211,57,Away,4,3,13,Drone,Unknown
117,121,9,Away,4,1,19,Drone,Unknown
1155,14704,41,Towards,12,10,51,Fighter,Critical
281,1935,21,Towards,5,6,30,Helicopter,Medium
53,295,8,Away,2,3,13,Drone,Unknown
229,2326,65,Away,4,8,38,Helicopter,Medium
288,705,17,Away,2,5,24,Helicopter,Medium
2121,11300,59,Towards,15,5,90,Missile,High
754,9060,52,Towards,11,9,64,Fighter,Medium
178,2240,76,Towards,4,6,23,Helicopter,Medium
2506,3725,92,Away,13,4,75,Missile,Unknown
108,310,97,Away,3,3,20,Drone,Unknown
1457,8453,5,Away,14,4,77,Missile,Unknown
2463,4009,45,Towards,17,7,73,Missile,Critical
294,1420,42,Away,5,5,25,Helicopter,Medium
102,475,59,Away,3,1,1,Drone,Unknown
942,8779,29,Away,8,8,55,Fighter,Medium
562,4459,18,Away,2,7,0,Unknown,Unknown
933,9804,33,Towards,9,8,59,Fighter,Critical
870,9763,27,Away,10,9,60,Fighter,Medium
2841,959,15,Away,16,6,78,Missile,Unknown
1268,8260,81,Away,15,1,44,Unknown,Unknown
749,10853,65,Away,9,10,55,Fighter,Medium
1185,8047,60,Towards,9,8,35,Fighter,High
185,2712,6,Towards,5,6,30,Helicopter,Medium
196,1210,83,Away,2,8,39,Helicopter,Medium
217,2370,67,Towards,2,8,32,Helicopter,Medium
293,1051,60,Away,4,8,24,Helicopter,Medium
1710,7843,82,Away,12,6,77,Missile,Unknown
916,13543,72,Towards,8,9,49,Fighter,High
278,2125,88,Towards,5,6,32,Helicopter,Medium
335,8775,50,Away,17,9,39,Unknown,Unknown
1561,11454,78,Towards,18,5,72,Missile,High
902,8341,31,Towards,8,9,38,Fighter,Critical
1684,7263,72,Away,19,5,90,Missile,Unknown
918,13961,52,Towards,11,9,31,Fighter,High
1037,14813,96,Towards,9,9,39,Fighter,High
2278,12233,61,Towards,12,7,14,Unknown,Unknown
58,333,86,Away,1,2,14,Drone,Unknown
158,591,85,Away,2,5,13,Helicopter,Medium
69,265,97,Towards,2,1,27,Drone,Low
359,10187,65,Towards,16,8,19,Unknown,Unknown
969,8352,33,Towards,7,7,58,Fighter,Critical
1040,9861,32,Towards,7,10,67,Fighter,Critical
2167,8643,17,Towards,4,2,73,Unknown,Unknown
1661,10596,86,Away,18,5,15,Unknown,Unknown
184,1897,38,Away,5,5,30,Helicopter,Medium
272,2271,38,Away,3,5,30,Helicopter,Medium
1060,10312,27,Towards,7,7,44,Fighter,Critical
1935,3612,92,Away,11,9,61,Unknown,Unknown
215,980,85,Away,5,6,24,Helicopter,Medium
124,6244,50,Towards,20,3,48,Unknown,Unknown
970,14166,32,Towards,8,10,40,Fighter,Critical
1008,13885,44,Towards,8,8,34,Fighter,Critical
2281,2062,98,Away,8,10,80,Unknown,Unknown
262,2060,84,Away,2,6,19,Helicopter,Medium
250,1191,6,Towards,5,8,31,Helicopter,Medium
1502,8580,81,Away,14,5,86,Missile,Unknown
2850,10503,55,Away,13,5,77,Missile,Unknown
228,1014,41,Away,3,8,22,Helicopter,Medium
1097,4251,31,Towards,13,9,50,Unknown,Unknown
285,1200,75,Towards,5,8,11,Helicopter,Medium
274,2953,31,Towards,3,6,30,Helicopter,Medium
385,9907,85,Away,5,5,45,Unknown,Unknown
1052,14923,90,Away,11,7,51,Fighter,Medium
1981,3837,21,Away,16,7,88,Missile,Unknown
2958,3406,36,Towards,16,8,77,Missile,Critical
1034,10637,90,Away,6,9,63,Fighter,Medium
944,14649,86,Towards,7,10,39,Fighter,High
1100,10643,72,Away,6,10,55,Fighter,Medium
2118,7472,97,Towards,10,8,71,Missile,High
665,10152,62,Away,10,10,20,Unknown,Unknown
133,333,25,Towards,2,3,0,Drone,Low
714,8642,27,Towards,11,10,63,Fighter,Medium
206,607,26,Towards,5,7,26,Helicopter,Medium
1153,14695,97,Away,11,10,57,Fighter,Medium
150,283,80,Towards,3,2,11,Drone,Low
266,1794,60,Towards,2,5,31,Helicopter,Medium
873,8330,56,Away,7,10,54,Fighter,Medium
2168,10976,40,Away,12,4,89,Missile,Unknown
172,2178,54,Towards,4,8,16,Helicopter,Medium
145,223,27,Away,1,1,8,Drone,Unknown
825,8314,38,Towards,11,8,64,Fighter,Medium
95,265,10,Away,3,1,29,Drone,Unknown
936,8874,8,Towards,12,9,41,Fighter,Critical
68,145,40,Towards,4,1,24,Drone,Low
287,1515,15,Away,2,8,37,Helicopter,Medium
808,14689,49,Towards,9,10,41,Fighter,Medium
2177,3097,48,Towards,10,7,90,Missile,Critical
250,1792,52,Away,3,7,10,Helicopter,Medium
948,6849,29,Away,20,4,37,Unknown,Unknown
1332,9769,89,Towards,16,6,81,Unknown,Unknown
811,11918,11,Away,8,8,50,Fighter,Medium
155,1144,97,Away,4,7,25,Helicopter,Medium
127,450,72,Towards,1,3,6,Drone,Low
295,14059,85,Towards,15,6,86,Unknown,Unknown
147,214,51,Away,3,2,1,Drone,Unknown
1160,13412,44,Towards,12,9,51,Fighter,Critical
127,186,32,Towards,3,1,23,Drone,Low
100,408,59,Towards,3,1,11,Drone,Low
1310,11864,43,Towards,18,10,79,Unknown,Unknown
2373,944,95,Away,12,4,75,Missile,Unknown
287,2889,38,Away,5,8,11,Helicopter,Medium
2921,3113,100,Away,15,8,90,Missile,Unknown
196,615,98,Towards,4,6,38,Helicopter,Medium
2474,8944,81,Away,12,3,18,Unknown,Unknown
65,267,10,Towards,3,3,30,Drone,Low
1124,14615,74,Away,6,7,50,Fighter,Medium
71,444,24,Towards,3,1,30,Drone,Low
955,10928,23,Away,10,9,52,Fighter,Medium
2735,11715,96,Away,12,8,89,Missile,Unknown
146,348,30,Towards,4,1,5,Drone,Low
65,217,55,Towards,2,3,27,Drone,Low
2155,9093,48,Towards,13,5,81,Missile,Critical
167,2582,43,Towards,2,8,37,Helicopter,Medium
53,378,49,Away,1,1,6,Drone,Unknown
285,1710,85,Towards,3,5,32,Helicopter,Medium
231,2388,42,Away,5,6,37,Helicopter,Medium
97,121,47,Away,3,3,1,Drone,Unknown
1314,14918,38,Away,6,3,28,Unknown,Unknown
82,390,23,Towards,2,2,9,Drone,Low
253,1856,42,Towards,4,8,12,Helicopter,Medium
269,2880,49,Away,4,6,27,Helicopter,Medium
1030,12441,18,Away,10,9,62,Fighter,Medium
2040,11531,32,Away,14,7,73,Missile,Unknown
137,143,59,Towards,1,1,2,Drone,Low
66,4898,83,Towards,7,2,20,Unknown,Unknown
432,8558,99,Away,20,9,28,Unknown,Unknown
144,380,31,Towards,4,2,5,Drone,Low
2039,7244,27,Away,18,7,81,Missile,Unknown
262,739,46,Away,4,7,31,Helicopter,Medium
220,872,85,Towards,5,6,12,Helicopter,Medium
148,300,67,Towards,1,3,3,Drone,Low
1803,9132,85,Towards,18,6,78,Missile,High
844,9712,50,Away,9,8,45,Fighter,Medium
281,510,47,Towards,4,7,40,Helicopter,Medium
734,5249,14,Away,7,9,13,Unknown,Unknown
250,2150,47,Away,2,5,14,Helicopter,Medium
1542,721,52,Away,12,7,71,Missile,Unknown
942,8153,97,Towards,7,10,58,Fighter,High
991,11310,49,Away,7,10,63,Fighter,Medium
1026,14595,12,Away,7,10,49,Fighter,Medium
2827,3335,7,Towards,12,6,79,Missile,Critical
242,894,94,Towards,4,7,25,Helicopter,Medium
1133,10157,34,Towards,7,7,59,Fighter,Critical
98,311,30,Towards,3,3,15,Drone,Low
2656,6610,10,Towards,17,6,90,Missile,Critical
282,2182,37,Towards,2,6,13,Helicopter,Medium
272,1980,20,Towards,4,8,34,Helicopter,Medium
160,2510,48,Away,5,7,22,Helicopter,Medium
1275,5285,70,Towards,6,7,41,Unknown,Unknown
255,2813,25,Towards,5,5,39,Helicopter,Medium
143,321,56,Towards,1,2,23,Drone,Low
1087,13456,55,Away,12,7,57,Fighter,Medium
1951,3690,65,Away,3,3,7,Unknown,Unknown
1466,8281,62,Away,2,7,44,Unknown,Unknown
1717,8855,92,Towards,14,8,73,Missile,High
269,2416,62,Towards,4,7,15,Helicopter,Medium
58,288,15,Away,3,1,15,Drone,Unknown
53,410,82,Towards,3,3,21,Drone,Low
1436,3670,39,Away,5,9,13,Unknown,Unknown
1220,10715,19,Away,15,6,87,Missile,Unknown
118,2981,87,Towards,5,4,37,Unknown,Unknown
1212,1673,87,Towards,10,4,90,Missile,High
1173,10293,25,Towards,12,1,47,Unknown,Unknown
345,7670,93,Towards,17,9,85,Unknown,Unknown
1050,12424,28,Away,10,9,44,Fighter,Medium
148,310,10,Towards,4,2,9,Drone,Low
208,2273,54,Away,5,8,13,Helicopter,Medium
213,2194,79,Towards,2,6,12,Helicopter,Medium
51,429,37,Away,3,1,12,Drone,Unknown
2051,4182,62,Towards,17,7,31,Unknown,Unknown
194,1456,84,Towards,4,6,33,Helicopter,Medium
205,2433,47,Away,5,5,22,Helicopter,Medium
127,112,31,Away,1,1,27,Drone,Unknown
892,12254,31,Away,7,9,49,Fighter,Medium
800,13951,100,Away,12,7,62,Fighter,Medium
1055,10319,73,Away,12,8,43,Fighter,Medium
2836,628,12,Away,19,4,80,Missile,Unknown
2622,8394,76,Towards,20,8,83,Missile,High
1311,9123,62,Away,2,9,43,Unknown,Unknown
1063,14960,98,Away,6,7,40,Fighter,Medium
944,9369,83,Towards,6,9,54,Fighter,High
706,13257,85,Towards,6,10,52,Fighter,Medium
2470,540,84,Away,11,7,82,Unknown,Unknown
89,494,28,Towards,2,2,7,Drone,Low
1541,5800,33,Towards,19,10,74,Unknown,Unknown
227,751,37,Away,5,7,38,Helicopter,Medium
2360,7215,40,Away,15,5,80,Missile,Unknown
1458,9046,79,Away,14,6,78,Missile,Unknown
184,997,9,Away,5,7,14,Helicopter,Medium
846,8536,59,Towards,12,10,36,Fighter,Medium
228,1673,31,Towards,4,5,14,Helicopter,Medium
220,1095,35,Away,5,6,27,Helicopter,Medium
291,1185,47,Away,4,8,40,Helicopter,Medium
879,14153,52,Away,4,7,57,Unknown,Unknown
108,227,81,Away,4,1,14,Drone,Unknown
60,368,73,Away,3,2,0,Drone,Unknown
133,140,84,Away,2,1,19,Drone,Unknown
2915,11658,18,Towards,16,5,73,Missile,Critical
1245,8064,19,Away,17,7,78,Missile,Unknown
63,494,9,Towards,4,3,0,Drone,Low
1635,10238,64,Towards,17,7,83,Missile,High
1721,4713,14,Away,12,4,80,Missile,Unknown
1064,14537,51,Away,11,7,57,Fighter,Medium
1683,7797,20,Away,11,8,89,Missile,Unknown
292,2366,57,Away,4,7,27,Helicopter,Medium
56,477,23,Away,1,2,10,Drone,Unknown
229,849,65,Away,5,7,18,Helicopter,Medium
268,590,39,Towards,5,6,32,Helicopter,Medium
220,6198,63,Away,19,4,39,Unknown,Unknown
214,2450,75,Away,3,8,11,Helicopter,Medium
1606,7763,48,Away,16,8,82,Missile,Unknown
1092,11610,28,Towards,12,7,63,Fighter,Critical
2386,4767,60,Away,8,4,15,Unknown,Unknown
710,5831,54,Away,10,5,50,Unknown,Unknown
1121,11445,12,Towards,8,9,59,Fighter,Critical
124,477,10,Away,2,1,18,Drone,Unknown
1237,5787,5,Away,13,7,78,Missile,Unknown
252,2428,92,Away,4,5,20,Helicopter,Medium
876,796,71,Towards,4,2,51,Unknown,Unknown
299,535,13,Away,2,8,17,Helicopter,Medium
124,204,43,Away,1,2,11,Drone,Unknown
97,380,41,Away,3,1,27,Drone,Unknown
292,703,56,Towards,2,5,33,Helicopter,Medium
2407,4878,39,Away,3,1,6,Unknown,Unknown
77,170,10,Away,2,2,5,Drone,Unknown
2265,5502,93,Away,17,4,69,Unknown,Unknown
285,11985,43,Towards,3,10,70,Unknown,Unknown
274,914,51,Towards,2,6,16,Helicopter,Medium
1149,12925,62,Towards,10,8,66,Fighter,High
1156,12991,52,Towards,6,10,42,Fighter,High
1890,4922,40,Away,16,8,86,Missile,Unknown
785,9521,62,Towards,11,7,40,Fighter,Medium
2321,4868,52,Towards,18,5,64,Unknown,Unknown
1448,13589,75,Away,16,2,84,Unknown,Unknown
692,351,53,Away,17,7,15,Unknown,Unknown
793,12761,15,Away,6,8,46,Fighter,Medium
541,3615,11,Away,20,6,6,Unknown,Unknown
69,122,60,Towards,1,1,24,Drone,Low
2540,5383,53,Away,13,5,73,Missile,Unknown
749,7719,47,Away,8,3,19,Unknown,Unknown
1013,10493,30,Towards,8,10,37,Fighter,Critical
53,449,100,Towards,2,3,16,Drone,Low
127,103,66,Away,3,1,22,Drone,Unknown
52,144,85,Towards,2,3,10,Drone,Low
2633,10070,36,Towards,11,8,75,Missile,Critical
560,11577,36,Towards,9,5,23,Unknown,Unknown
282,537,91,Towards,5,5,29,Helicopter,Medium
93,127,75,Towards,2,3,16,Drone,Low
1068,11536,100,Away,7,7,46,Fighter,Medium
101,249,55,Away,2,2,28,Drone,Unknown
145,406,87,Away,3,3,4,Drone,Unknown
61,474,5,Away,3,3,7,Drone,Unknown
1171,12578,64,Away,10,10,51,Fighter,Medium
2323,6803,89,Towards,18,5,73,Missile,High
1232,5959,52,Towards,13,9,2,Unknown,Unknown
263,2909,22,Away,3,7,31,Helicopter,Medium
1723,2435,34,Towards,10,5,86,Missile,Critical
288,819,65,Towards,4,8,10,Helicopter,Medium
2509,1191,38,Away,17,4,77,Missile,Unknown
278,2949,14,Away,4,7,20,Helicopter,Medium
814,7027,71,Towards,13,2,6,Unknown,Unknown
1955,7974,34,Towards,18,5,84,Missile,Critical
1696,11238,69,Towards,17,5,75,Missile,High
94,252,37,Towards,1,1,8,Drone,Low
56,443,69,Towards,1,2,2,Drone,Low
176,1471,50,Away,2,5,29,Helicopter,Medium
231,1021,76,Away,2,6,24,Helicopter,Medium
859,12942,37,Towards,10,10,31,Fighter,Medium
801,12006,19,Towards,11,7,31,Fighter,Medium
724,13860,67,Away,11,7,49,Fighter,Medium
263,722,60,Towards,5,8,35,Helicopter,Medium
1360,11887,77,Towards,6,3,62,Unknown,Unknown
151,2313,87,Towards,4,7,37,Helicopter,Medium
238,2219,62,Away,4,6,16,Helicopter,Medium
297,2519,20,Towards,2,7,24,Helicopter,Medium
1085,12289,11,Towards,9,10,54,Fighter,Critical
90,237,79,Towards,1,1,0,Drone,Low
77,462,90,Away,3,1,17,Drone,Unknown
1484,6981,57,Towards,7,10,0,Unknown,Unknown
51,202,63,Away,4,2,10,Drone,Unknown
944,6434,72,Towards,19,2,27,Unknown,Unknown
57,189,84,Towards,1,1,23,Drone,Low
1103,13382,34,Towards,4,2,10,Unknown,Unknown
745,8518,27,Away,10,8,33,Fighter,Medium
299,1430,13,Towards,2,6,39,Helicopter,Medium
67,439,56,Away,2,3,0,Drone,Unknown
63,352,76,Towards,4,2,29,Drone,Low
90,328,18,Towards,3,1,18,Drone,Low
145,254,93,Away,4,3,19,Drone,Unknown
1471,2983,42,Away,10,7,76,Missile,Unknown
2207,7583,48,Towards,17,5,85,Missile,Critical
115,163,41,Away,3,2,6,Drone,Unknown
263,2938,39,Away,5,5,38,Helicopter,Medium
101,200,42,Away,3,1,23,Drone,Unknown
170,1714,63,Away,3,8,34,Helicopter,Medium
250,1646,24,Towards,5,5,36,Helicopter,Medium
87,407,47,Towards,4,1,5,Drone,Low
197,767,80,Towards,4,8,25,Helicopter,Medium
775,11269,79,Towards,9,9,35,Unknown,Unknown
2354,6044,12,Towards,19,6,88,Missile,Critical
298,2146,11,Towards,4,5,36,Helicopter,Medium
1635,6577,66,Towards,14,8,88,Missile,High
1071,8290,64,Away,6,7,32,Fighter,Medium
1065,12814,68,Towards,10,9,41,Fighter,High
160,648,62,Towards,5,8,36,Helicopter,Medium
79,132,9,Towards,3,3,21,Drone,Low
67,436,63,Towards,2,3,14,Drone,Low
1128,9637,61,Towards,6,9,50,Fighter,High
1046,10817,56,Towards,7,7,49,Fighter,High
1002,14615,15,Away,9,10,68,Fighter,Medium
2657,8695,17,Away,13,7,70,Missile,Unknown
954,10218,27,Towards,6,10,35,Fighter,Critical
762,2351,65,Away,7,3,28,Unknown,Unknown
287,1556,40,Towards,4,5,25,Helicopter,Medium
54,346,57,Towards,3,1,15,Drone,Low
920,10771,52,Towards,7,9,67,Fighter,High
1092,10598,35,Towards,9,7,57,Fighter,Critical
66,204,80,Towards,2,2,5,Drone,Low
258,2042,20,Away,4,8,23,Helicopter,Medium
189,1251,96,Away,5,6,16,Helicopter,Medium
261,1297,61,Towards,2,6,17,Helicopter,Medium
2258,7311,70,Away,16,2,0,Unknown,Unknown
